DEPT,CNPOR,GR,RHOB,DT,MELCAL,SPOR,Vsh
1667.00,14.23,13.62,1.79,70.97,13.68,16.53,0.02
1667.50,13.46,13.87,1.76,74.31,13.59,18.89,0.02
1668.00,17.28,14.47,1.80,80.25,13.82,23.09,0.03
1668.50,21.16,18.99,1.94,86.01,12.91,27.17,0.04
1669.00,19.77,22.22,2.15,88.27,10.56,28.77,0.05
1669.50,15.25,21.00,2.33,85.70,9.24,26.94,0.05
1670.00,10.81,19.04,2.39,79.74,8.97,22.73,0.04
1670.50,7.97,14.59,2.31,73.33,9.24,18.20,0.03
1671.00,7.14,11.86,2.17,69.03,11.25,15.15,0.02
1671.50,7.93,14.06,2.02,67.80,13.11,14.28,0.02
1672.00,9.64,12.58,1.84,69.19,13.82,15.27,0.02
1672.50,12.53,11.23,1.62,71.98,13.87,17.24,0.02
1673.00,17.34,13.64,1.43,74.42,13.87,18.97,0.02
1673.50,21.57,16.18,1.42,75.17,13.80,19.49,0.03
1674.00,22.25,19.33,1.67,74.32,12.34,18.90,0.04
1674.50,20.34,27.75,2.04,73.20,8.97,18.10,0.06
1675.00,18.50,40.24,2.29,72.98,8.22,17.95,0.10
1675.50,17.69,51.94,2.38,74.49,8.23,19.02,0.14
1676.00,17.45,60.53,2.39,78.27,8.18,21.69,0.16
1676.50,17.79,66.29,2.39,83.38,8.11,25.30,0.18
1677.00,18.80,69.60,2.39,87.70,8.10,28.36,0.19
1677.50,19.86,69.39,2.40,90.14,8.06,30.09,0.19
1678.00,20.73,59.90,2.45,90.76,8.02,30.52,0.16
1678.50,20.60,46.03,2.57,89.28,8.00,29.48,0.12
1679.00,18.81,31.12,2.69,85.32,7.97,26.67,0.07
1679.50,16.43,21.94,2.74,79.79,7.96,22.77,0.05
1680.00,14.96,21.88,2.70,75.63,7.97,19.82,0.05
1680.50,15.84,34.83,2.62,76.09,7.99,20.15,0.09
1681.00,19.38,50.48,2.57,81.81,8.04,24.19,0.13
1681.50,23.01,57.80,2.59,89.47,8.08,29.61,0.15
1682.00,23.80,55.34,2.63,94.17,8.12,32.94,0.15
1682.50,22.47,49.40,2.63,94.28,8.13,33.01,0.13
1683.00,21.12,52.93,2.57,92.90,8.14,32.04,0.14
1683.50,21.33,60.86,2.52,93.61,8.15,32.54,0.16
1684.00,22.90,61.36,2.54,96.16,8.14,34.34,0.16
1684.50,23.59,51.34,2.61,97.01,8.12,34.94,0.13
1685.00,22.12,37.08,2.65,94.00,8.07,32.81,0.09
1685.50,20.17,33.03,2.58,89.97,8.07,29.96,0.08
1686.00,20.39,41.84,2.48,89.49,8.14,29.62,0.11
1686.50,23.07,55.35,2.43,92.76,8.27,31.94,0.15
1687.00,23.94,57.48,2.50,95.13,8.30,33.61,0.15
1687.50,20.25,41.87,2.65,92.32,8.24,31.62,0.11
1688.00,14.70,24.12,2.81,84.70,8.13,26.24,0.05
1688.50,9.96,14.26,2.90,76.41,8.09,20.37,0.03
1689.00,7.54,11.06,2.90,71.48,8.06,16.89,0.02
1689.50,7.75,17.07,2.84,71.18,8.05,16.68,0.03
1690.00,10.53,24.10,2.74,74.23,8.05,18.83,0.05
1690.50,15.55,25.99,2.62,78.83,8.06,22.09,0.06
1691.00,22.05,30.65,2.51,84.28,8.09,25.94,0.07
1691.50,27.76,37.08,2.46,90.20,8.10,30.13,0.09
1692.00,29.13,44.39,2.48,95.34,8.10,33.76,0.11
1692.50,26.84,47.59,2.53,98.24,8.09,35.81,0.12
1693.00,24.45,46.05,2.57,98.86,8.08,36.25,0.12
1693.50,24.03,52.39,2.58,98.68,8.08,36.12,0.14
1694.00,25.23,60.26,2.61,98.83,8.08,36.23,0.16
1694.50,25.14,53.87,2.67,98.21,8.08,35.79,0.14
1695.00,22.15,41.23,2.72,95.06,8.08,33.57,0.10
1695.50,18.87,39.76,2.76,90.07,8.08,30.03,0.10
1696.00,17.77,38.54,2.78,85.32,8.09,26.68,0.10
1696.50,18.20,32.76,2.77,81.84,8.13,24.22,0.08
1697.00,18.63,30.66,2.70,80.38,8.16,23.18,0.07
1697.50,19.16,39.65,2.61,82.52,8.22,24.70,0.10
1698.00,21.06,56.23,2.57,88.88,8.25,29.19,0.15
1698.50,23.76,64.66,2.60,97.08,8.21,34.99,0.17
1699.00,24.33,54.39,2.63,102.57,8.13,38.87,0.14
1699.50,22.93,47.32,2.64,102.62,8.13,38.91,0.12
1700.00,21.97,51.20,2.61,99.78,8.16,36.90,0.13
1700.50,21.98,50.60,2.60,99.38,8.15,36.62,0.13
1701.00,22.09,51.53,2.60,103.51,8.14,39.54,0.13
1701.50,23.04,56.44,2.58,109.58,8.21,43.84,0.15
1702.00,25.44,58.95,2.53,114.33,8.39,47.19,0.16
1702.50,27.05,57.41,2.42,117.49,8.51,49.43,0.15
1703.00,27.23,63.73,2.29,121.51,9.07,52.27,0.17
1703.50,28.31,76.81,2.22,127.44,10.45,56.46,0.21
1704.00,29.70,77.29,2.27,132.71,10.35,60.19,0.21
1704.50,28.18,68.43,2.40,133.98,8.95,61.09,0.18
1705.00,24.60,56.82,2.54,130.24,8.32,58.44,0.15
1705.50,21.81,50.98,2.62,122.33,8.10,52.85,0.13
1706.00,20.55,47.68,2.68,111.82,8.08,45.42,0.12
1706.50,18.68,43.91,2.73,101.20,8.05,37.91,0.11
1707.00,14.57,40.93,2.81,92.91,8.01,32.05,0.10
1707.50,9.76,31.26,2.91,87.53,7.99,28.24,0.08
1708.00,6.19,16.45,2.98,83.72,7.97,25.54,0.03
1708.50,4.52,9.78,2.98,80.07,7.97,22.96,0.01
1709.00,4.30,9.50,2.86,77.28,7.98,20.99,0.01
1709.50,5.37,18.26,2.67,78.36,8.01,21.76,0.04
1710.00,8.58,38.30,2.50,85.08,8.09,26.51,0.10
1710.50,14.53,60.03,2.43,94.33,8.16,33.05,0.16
1711.00,18.25,65.78,2.50,99.64,8.14,36.80,0.18
1711.50,16.58,51.58,2.65,96.56,8.01,34.62,0.14
1712.00,12.48,32.52,2.80,86.59,7.94,27.57,0.08
1712.50,8.24,18.11,2.87,75.36,7.94,19.63,0.04
1713.00,5.63,11.57,2.88,67.80,7.94,14.28,0.02
1713.50,5.27,13.46,2.88,65.52,7.93,12.68,0.02
1714.00,6.91,18.11,2.87,67.36,7.93,13.97,0.04
1714.50,9.27,20.19,2.83,71.21,7.93,16.70,0.04
1715.00,10.77,25.72,2.76,75.77,7.94,19.92,0.06
1715.50,12.52,34.73,2.68,80.46,7.94,23.24,0.09
1716.00,16.16,43.94,2.64,84.81,7.94,26.31,0.11
1716.50,19.80,45.71,2.67,88.43,7.93,28.88,0.12
1717.00,20.38,32.95,2.70,90.61,7.94,30.42,0.08
1717.50,18.80,26.29,2.67,90.80,7.94,30.55,0.06
1718.00,17.79,36.34,2.58,90.81,7.94,30.56,0.09
1718.50,19.15,55.41,2.48,93.75,7.95,32.64,0.15
1719.00,22.74,71.98,2.45,100.15,7.96,37.16,0.20
1719.50,25.84,79.15,2.51,106.85,7.96,41.90,0.22
1720.00,26.40,65.17,2.63,109.76,7.96,43.96,0.18
1720.50,24.75,44.16,2.70,108.34,7.95,42.96,0.11
1721.00,22.54,32.91,2.69,106.39,7.95,41.58,0.08
1721.50,22.07,37.41,2.63,106.49,7.96,41.65,0.09
1722.00,23.11,42.50,2.57,106.70,7.96,41.79,0.11
1722.50,23.10,45.95,2.53,104.64,7.96,40.34,0.12
1723.00,22.60,47.31,2.50,101.10,7.96,37.83,0.12
1723.50,24.55,52.20,2.47,99.01,7.96,36.36,0.14
1724.00,28.78,54.29,2.44,100.56,7.96,37.45,0.14
1724.50,31.32,53.77,2.43,104.66,7.96,40.36,0.14
1725.00,30.25,58.09,2.43,107.48,7.96,42.34,0.15
1725.50,27.70,62.56,2.47,106.06,7.96,41.34,0.17
1726.00,25.25,59.69,2.52,100.86,7.94,37.66,0.16
1726.50,23.47,57.41,2.58,94.06,7.95,32.86,0.15
1727.00,21.60,50.54,2.67,87.00,7.95,27.87,0.13
1727.50,18.23,34.98,2.77,80.08,7.94,22.97,0.09
1728.00,14.51,21.56,2.83,73.96,7.94,18.65,0.05
1728.50,12.16,17.79,2.82,69.99,7.94,15.84,0.04
1729.00,11.99,26.60,2.77,69.61,7.95,15.57,0.06
1729.50,13.91,40.10,2.68,73.35,7.98,18.21,0.10
1730.00,16.89,48.73,2.59,79.62,7.99,22.65,0.13
1730.50,19.48,51.28,2.58,84.89,7.99,26.37,0.13
1731.00,19.23,42.14,2.67,86.00,7.96,27.16,0.11
1731.50,16.40,27.92,2.79,82.54,7.94,24.71,0.07
1732.00,13.86,21.53,2.84,77.36,7.94,21.05,0.05
1732.50,12.94,23.45,2.77,75.37,7.95,19.64,0.05
1733.00,14.45,31.77,2.64,80.18,7.97,23.04,0.08
1733.50,19.28,51.89,2.53,90.54,8.02,30.37,0.14
1734.00,24.97,69.35,2.46,101.12,8.06,37.85,0.19
1734.50,26.69,76.33,2.44,107.23,8.07,42.17,0.21
1735.00,25.60,73.49,2.46,107.84,8.07,42.61,0.20
1735.50,24.72,70.66,2.50,104.89,8.06,40.52,0.19
1736.00,23.70,64.95,2.54,101.40,8.02,38.05,0.17
1736.50,21.49,57.97,2.60,99.35,7.99,36.60,0.15
1737.00,18.30,45.09,2.68,97.72,7.97,35.44,0.12
1737.50,14.20,32.26,2.79,93.54,7.92,32.49,0.08
1738.00,9.96,20.46,2.87,85.78,7.90,27.00,0.04
1738.50,7.03,15.46,2.91,76.61,7.90,20.51,0.03
1739.00,5.82,14.20,2.90,68.84,7.90,15.02,0.03
1739.50,5.36,14.85,2.89,63.86,7.90,11.50,0.03
1740.00,4.91,15.22,2.89,61.53,7.91,9.85,0.03
1740.50,4.66,16.14,2.91,60.62,7.91,9.20,0.03
1741.00,4.21,13.69,2.93,59.84,7.91,8.65,0.02
1741.50,3.41,8.62,2.92,58.74,7.90,7.88,0.01
1742.00,3.09,7.81,2.90,57.90,7.90,7.29,0.01
1742.50,3.63,10.53,2.85,58.69,7.91,7.84,0.01
1743.00,4.99,20.18,2.79,62.28,7.91,10.38,0.04
1743.50,7.54,35.02,2.74,68.39,7.90,14.70,0.09
1744.00,11.72,44.30,2.74,75.08,7.90,19.43,0.11
1744.50,14.81,41.74,2.76,79.86,7.92,22.82,0.11
1745.00,15.24,33.82,2.75,81.51,7.95,23.98,0.08
1745.50,14.56,28.90,2.69,81.62,7.96,24.06,0.07
1746.00,14.87,37.09,2.62,83.09,7.99,25.10,0.09
1746.50,17.39,46.59,2.60,86.83,8.01,27.75,0.12
1747.00,19.72,39.13,2.65,91.35,8.00,30.94,0.10
1747.50,19.33,29.14,2.70,94.35,7.96,33.06,0.07
1748.00,17.79,29.18,2.68,94.92,7.96,33.46,0.07
1748.50,16.81,32.49,2.59,94.61,7.99,33.25,0.08
1749.00,17.84,39.04,2.50,95.15,8.07,33.63,0.10
1749.50,20.98,41.33,2.46,96.14,8.11,34.33,0.10
1750.00,22.51,34.36,2.46,96.46,8.02,34.56,0.08
1750.50,21.12,33.61,2.52,95.35,7.97,33.77,0.08
1751.00,18.25,32.90,2.65,92.14,7.96,31.50,0.08
1751.50,14.57,24.86,2.78,86.55,7.95,27.55,0.06
1752.00,11.33,16.00,2.81,79.29,7.94,22.41,0.03
1752.50,9.87,18.20,2.76,72.90,7.94,17.89,0.04
1753.00,11.25,30.80,2.69,70.35,7.95,16.09,0.07
1753.50,15.11,41.04,2.66,71.80,7.96,17.12,0.10
1754.00,19.11,44.74,2.65,74.72,7.96,19.18,0.11
1754.50,21.65,45.84,2.64,76.90,7.96,20.72,0.12
1755.00,23.62,42.37,2.62,78.03,7.96,21.52,0.11
1755.50,25.83,46.65,2.59,78.83,7.96,22.09,0.12
1756.00,26.74,49.63,2.59,79.63,7.96,22.65,0.13
1756.50,25.11,43.56,2.62,80.06,7.96,22.96,0.11
1757.00,21.81,41.68,2.66,79.96,7.96,22.88,0.11
1757.50,18.73,44.00,2.70,79.74,7.96,22.73,0.11
1758.00,16.67,36.96,2.72,80.08,7.96,22.97,0.09
1758.50,15.30,34.73,2.71,81.28,7.96,23.82,0.09
1759.00,15.58,40.30,2.67,82.84,7.98,24.92,0.10
1759.50,17.95,44.88,2.64,84.26,7.99,25.93,0.12
1760.00,20.52,48.42,2.65,85.42,7.99,26.75,0.13
1760.50,21.20,45.78,2.70,85.97,7.98,27.14,0.12
1761.00,19.69,38.51,2.75,85.41,7.96,26.74,0.10
1761.50,17.03,32.02,2.78,83.59,7.96,25.45,0.08
1762.00,14.89,26.45,2.77,81.24,7.96,23.79,0.06
1762.50,14.66,27.76,2.75,80.04,7.96,22.94,0.06
1763.00,15.25,30.30,2.76,81.32,7.96,23.85,0.07
1763.50,15.24,30.35,2.80,84.18,7.96,25.87,0.07
1764.00,15.49,31.84,2.84,86.21,7.97,27.31,0.08
1764.50,15.51,29.40,2.85,85.99,7.97,27.15,0.07
1765.00,14.33,29.08,2.82,84.63,7.96,26.18,0.07
1765.50,14.07,36.27,2.79,84.85,7.96,26.34,0.09
1766.00,16.83,42.66,2.78,87.96,7.96,28.54,0.11
1766.50,20.61,38.37,2.73,92.12,7.96,31.48,0.10
1767.00,21.99,33.57,2.61,94.77,7.97,33.36,0.08
1767.50,21.29,31.76,2.50,95.58,8.03,33.94,0.08
1768.00,21.91,35.71,2.50,95.22,8.37,33.68,0.09
1768.50,22.14,36.44,2.61,93.45,8.36,32.43,0.09
1769.00,19.30,28.05,2.67,90.48,7.95,30.32,0.07
1769.50,16.23,29.83,2.60,88.02,7.92,28.58,0.07
1770.00,16.94,52.40,2.46,89.04,8.04,29.31,0.14
1770.50,23.64,72.96,2.37,95.32,8.38,33.75,0.20
1771.00,31.42,81.29,2.35,104.14,8.29,39.99,0.22
1771.50,32.72,88.06,2.36,110.19,8.21,44.26,0.24
1772.00,29.87,84.71,2.38,110.87,8.12,44.74,0.23
1772.50,27.16,78.49,2.43,107.40,7.92,42.29,0.21
1773.00,23.22,70.62,2.52,101.52,7.86,38.13,0.19
1773.50,16.95,53.91,2.65,93.59,7.85,32.53,0.14
1774.00,9.83,31.51,2.79,83.87,7.85,25.65,0.08
1774.50,4.59,14.04,2.89,73.49,7.85,18.31,0.02
1775.00,2.44,9.27,2.93,64.29,7.85,11.80,0.01
1775.50,1.66,8.90,2.94,57.90,7.85,7.29,0.01
1776.00,1.33,7.26,2.95,54.63,7.85,4.97,0.00
1776.50,1.25,6.21,2.96,53.32,7.85,4.05,0.00
1777.00,1.44,5.71,2.96,52.83,7.87,3.70,0.00
1777.50,1.93,7.66,2.96,52.84,7.88,3.70,0.01
1778.00,2.70,9.66,2.96,53.61,7.87,4.25,0.01
1778.50,3.84,14.12,2.92,55.46,7.88,5.56,0.02
1779.00,5.85,29.27,2.85,58.60,7.88,7.78,0.07
1779.50,9.39,49.59,2.77,62.77,7.89,10.73,0.13
1780.00,13.23,61.02,2.73,67.02,7.90,13.73,0.16
1780.50,14.45,57.68,2.74,69.96,7.90,15.81,0.15
1781.00,12.78,40.63,2.78,70.82,7.91,16.42,0.10
1781.50,10.53,30.59,2.79,70.27,7.91,16.03,0.07
1782.00,9.71,29.50,2.77,69.91,7.91,15.78,0.07
1782.50,11.02,38.89,2.71,71.05,7.93,16.59,0.10
1783.00,13.84,50.65,2.67,73.85,7.94,18.57,0.13
1783.50,17.30,57.66,2.65,77.35,8.00,21.04,0.15
1784.00,20.08,63.51,2.67,80.11,8.09,22.99,0.17
1784.50,20.09,55.28,2.71,81.11,8.05,23.70,0.15
1785.00,18.06,52.60,2.73,80.18,8.00,23.04,0.14
1785.50,15.60,48.30,2.75,77.63,7.97,21.24,0.13
1786.00,12.78,38.57,2.79,73.96,7.93,18.64,0.10
1786.50,10.00,29.54,2.85,69.91,7.91,15.77,0.07
1787.00,8.44,21.54,2.88,66.20,7.93,13.15,0.05
1787.50,8.32,18.66,2.85,63.73,7.93,11.41,0.04
1788.00,8.97,22.84,2.77,63.46,7.94,11.21,0.05
1788.50,10.44,35.22,2.67,65.82,7.93,12.89,0.09
1789.00,13.87,52.53,2.61,70.30,7.93,16.05,0.14
1789.50,19.01,59.38,2.59,75.48,7.92,19.72,0.16
1790.00,23.37,54.19,2.61,79.73,7.88,22.73,0.14
1790.50,24.65,47.98,2.61,82.41,7.87,24.62,0.12
1791.00,23.37,54.79,2.59,84.41,7.88,26.03,0.14
1791.50,22.30,69.47,2.56,87.21,7.92,28.01,0.19
1792.00,23.09,82.76,2.55,90.97,7.96,30.67,0.23
1792.50,23.69,88.78,2.54,94.44,7.98,33.13,0.24
1793.00,22.40,89.89,2.54,96.50,7.99,34.58,0.25
1793.50,21.45,94.11,2.55,96.88,8.00,34.85,0.26
1794.00,21.49,88.33,2.59,95.39,8.00,33.80,0.24
1794.50,18.02,69.14,2.69,91.38,7.98,30.96,0.19
1795.00,11.44,42.21,2.80,84.22,7.96,25.90,0.11
1795.50,5.63,20.23,2.89,74.66,7.96,19.14,0.04
1796.00,2.86,12.27,2.93,65.27,7.96,12.50,0.02
1796.50,1.90,10.63,2.94,58.54,7.96,7.73,0.01
1797.00,1.69,8.69,2.94,54.97,7.96,5.21,0.01
1797.50,1.92,8.52,2.93,53.64,7.96,4.27,0.01
1798.00,2.59,10.01,2.92,53.57,7.96,4.22,0.01
1798.50,3.69,14.20,2.89,54.26,7.95,4.71,0.02
1799.00,5.35,22.91,2.85,55.50,7.91,5.59,0.05
1799.50,7.97,27.11,2.79,57.20,7.89,6.79,0.06
1800.00,11.65,27.46,2.74,59.04,7.88,8.09,0.06
1800.50,15.61,30.93,2.71,61.00,7.87,9.48,0.07
1801.00,18.58,33.44,2.69,63.90,7.87,11.53,0.08
1801.50,19.60,34.35,2.67,68.56,7.87,14.83,0.08
1802.00,19.49,39.68,2.65,73.80,7.88,18.53,0.10
1802.50,19.23,40.57,2.66,76.48,7.87,20.42,0.10
1803.00,17.90,35.36,2.72,74.89,7.88,19.30,0.09
1803.50,14.92,27.61,2.79,70.99,7.91,16.54,0.06
1804.00,11.71,27.85,2.84,68.13,7.96,14.52,0.07
1804.50,10.26,39.30,2.86,67.97,7.97,14.40,0.10
1805.00,10.58,48.67,2.87,69.44,7.99,15.44,0.13
1805.50,10.14,38.67,2.87,69.91,7.99,15.78,0.10
1806.00,8.25,25.01,2.83,68.30,7.99,14.64,0.06
1806.50,6.66,26.23,2.76,66.50,7.99,13.37,0.06
1807.00,6.83,41.79,2.67,67.11,7.99,13.80,0.11
1807.50,9.23,62.13,2.59,70.94,7.98,16.50,0.17
1808.00,12.92,81.53,2.54,76.82,7.99,20.67,0.22
1808.50,16.42,90.07,2.53,82.73,7.98,24.85,0.25
1809.00,18.63,84.34,2.52,87.14,7.98,27.96,0.23
1809.50,19.32,75.86,2.50,89.70,7.99,29.77,0.21
1810.00,19.84,78.28,2.49,90.95,7.99,30.66,0.21
1810.50,21.33,83.01,2.49,91.59,7.99,31.11,0.23
1811.00,23.81,92.50,2.50,92.04,7.95,31.43,0.26
1811.50,25.68,94.68,2.51,92.39,7.91,31.67,0.26
1812.00,25.49,89.57,2.51,92.75,7.91,31.93,0.25
1812.50,23.93,95.86,2.50,93.37,7.91,32.37,0.27
1813.00,22.69,103.61,2.50,94.30,7.90,33.03,0.29
1813.50,22.84,102.16,2.52,95.20,7.89,33.66,0.28
1814.00,23.31,102.51,2.55,95.27,7.87,33.72,0.29
1814.50,22.01,93.19,2.58,93.47,7.85,32.44,0.26
1815.00,18.43,74.71,2.65,89.06,7.84,29.32,0.20
1815.50,13.74,54.19,2.76,82.35,7.84,24.58,0.14
1816.00,9.48,30.94,2.85,75.00,7.85,19.38,0.07
1816.50,6.65,19.79,2.85,69.47,7.85,15.46,0.04
1817.00,5.87,30.78,2.75,67.84,7.85,14.31,0.07
1817.50,7.96,57.10,2.62,70.60,7.85,16.27,0.15
1818.00,13.63,79.00,2.53,76.21,7.85,20.23,0.22
1818.50,20.32,87.73,2.51,82.13,7.85,24.42,0.24
1819.00,25.23,90.72,2.53,86.34,7.85,27.40,0.25
1819.50,26.98,89.07,2.55,88.35,7.84,28.82,0.25
1820.00,26.56,93.57,2.54,88.97,7.84,29.26,0.26
1820.50,25.01,102.46,2.51,89.22,7.85,29.43,0.28
1821.00,23.03,101.18,2.50,89.63,7.85,29.72,0.28
1821.50,21.95,96.93,2.50,90.32,7.86,30.21,0.27
1822.00,21.94,98.21,2.51,91.24,7.87,30.86,0.27
1822.50,22.64,103.79,2.52,92.11,7.87,31.48,0.29
1823.00,24.35,98.13,2.54,92.45,7.88,31.72,0.27
1823.50,25.86,86.97,2.55,91.91,7.89,31.33,0.24
1824.00,26.06,72.73,2.55,90.48,7.97,30.33,0.20
1824.50,25.77,59.02,2.55,88.64,8.08,29.03,0.16
1825.00,25.36,55.20,2.55,87.16,7.96,27.97,0.15
1825.50,24.71,60.39,2.54,86.60,7.74,27.58,0.16
1826.00,23.79,67.22,2.51,87.16,7.68,27.98,0.18
1826.50,22.62,76.01,2.49,88.73,7.67,29.09,0.21
1827.00,22.26,86.77,2.47,90.83,7.67,30.57,0.24
1827.50,23.50,98.78,2.46,92.48,7.68,31.74,0.27
1828.00,26.14,97.06,2.48,92.44,7.68,31.71,0.27
1828.50,28.17,72.52,2.52,89.96,7.67,29.96,0.20
1829.00,26.77,47.56,2.56,85.46,7.68,26.77,0.12
1829.50,22.32,35.99,2.59,80.49,7.67,23.26,0.09
1830.00,18.31,32.08,2.58,76.87,7.67,20.70,0.08
1830.50,16.88,36.33,2.54,75.57,7.67,19.78,0.09
1831.00,17.42,39.47,2.50,76.17,7.65,20.21,0.10
1831.50,18.12,36.02,2.47,77.87,7.62,21.41,0.09
1832.00,18.37,34.83,2.45,80.44,7.62,23.23,0.09
1832.50,19.01,37.22,2.44,83.74,7.61,25.56,0.09
1833.00,19.93,39.67,2.46,86.70,7.61,27.65,0.10
1833.50,20.34,44.32,2.50,88.14,7.59,28.67,0.11
1834.00,20.06,49.60,2.55,87.87,7.59,28.48,0.13
1834.50,19.64,48.11,2.58,86.67,7.59,27.63,0.12
1835.00,19.38,38.95,2.57,85.93,7.58,27.11,0.10
1835.50,19.41,35.56,2.53,87.01,7.58,27.87,0.09
1836.00,19.64,37.74,2.49,90.30,7.59,30.20,0.09
1836.50,19.70,43.89,2.46,94.57,7.59,33.21,0.11
1837.00,19.43,45.02,2.45,98.06,7.59,35.68,0.12
1837.50,19.02,41.75,2.45,99.99,7.59,37.05,0.11
1838.00,18.44,43.36,2.44,100.24,7.62,37.23,0.11
1838.50,17.52,45.10,2.43,98.75,7.62,36.17,0.12
1839.00,17.36,43.92,2.44,96.00,7.62,34.23,0.11
1839.50,18.83,46.34,2.45,92.87,7.64,32.01,0.12
1840.00,20.33,46.56,2.47,89.45,7.67,29.59,0.12
1840.50,19.98,44.69,2.51,85.33,7.70,26.68,0.11
1841.00,18.40,45.00,2.54,80.73,7.71,23.43,0.12
1841.50,17.17,46.05,2.58,76.54,7.71,20.47,0.12
1842.00,16.75,43.37,2.60,73.46,7.70,18.29,0.11
1842.50,17.00,43.82,2.60,71.34,7.71,16.79,0.11
1843.00,17.66,42.44,2.59,69.64,7.71,15.59,0.11
1843.50,17.99,31.51,2.57,68.11,7.71,14.50,0.08
1844.00,17.86,27.19,2.56,66.87,7.70,13.63,0.06
1844.50,17.36,30.91,2.56,66.15,7.70,13.12,0.07
1845.00,16.77,31.53,2.56,66.11,7.70,13.09,0.08
1845.50,16.71,33.72,2.57,66.84,7.70,13.61,0.08
1846.00,17.21,39.98,2.59,68.32,7.71,14.65,0.10
1846.50,17.86,47.62,2.61,70.38,7.71,16.11,0.12
1847.00,18.43,57.04,2.64,72.45,7.70,17.57,0.15
1847.50,18.77,65.99,2.66,73.70,7.69,18.46,0.18
1848.00,18.79,65.20,2.67,73.59,7.68,18.38,0.18
1848.50,18.89,52.45,2.66,72.32,7.67,17.48,0.14
1849.00,18.87,45.17,2.64,70.70,7.67,16.34,0.12
1849.50,18.94,48.13,2.62,69.56,7.67,15.53,0.12
1850.00,19.74,53.67,2.61,69.06,7.67,15.18,0.14
1850.50,20.34,57.15,2.63,68.59,7.67,14.85,0.15
1851.00,19.51,68.65,2.67,67.46,7.67,14.05,0.19
1851.50,17.54,78.92,2.70,65.53,7.67,12.68,0.22
1852.00,15.21,71.30,2.73,63.22,7.67,11.05,0.19
1852.50,13.55,63.67,2.74,61.13,7.67,9.57,0.17
1853.00,13.23,61.21,2.75,59.59,7.67,8.48,0.16
1853.50,13.64,63.64,2.75,58.63,7.67,7.80,0.17
1854.00,13.98,78.96,2.75,58.15,7.65,7.46,0.22
1854.50,14.34,88.09,2.74,58.06,7.65,7.40,0.24
1855.00,15.25,68.74,2.75,58.62,7.64,7.79,0.19
1855.50,16.68,48.50,2.75,60.26,7.61,8.95,0.13
1856.00,17.99,40.00,2.71,62.79,7.59,10.74,0.10
1856.50,18.54,35.76,2.64,65.14,7.59,12.40,0.09
1857.00,18.75,31.28,2.57,66.57,7.59,13.42,0.08
1857.50,19.74,33.56,2.51,67.80,7.59,14.28,0.08
1858.00,21.10,39.59,2.50,69.87,7.58,15.75,0.10
1858.50,21.57,50.44,2.52,72.42,7.58,17.55,0.13
1859.00,21.17,66.43,2.55,73.65,7.61,18.43,0.18
1859.50,20.37,84.95,2.58,72.41,7.62,17.54,0.23
1860.00,19.25,94.60,2.61,69.70,7.63,15.63,0.26
1860.50,18.19,95.72,2.64,67.69,7.69,14.21,0.27
1861.00,17.43,91.21,2.66,67.54,7.81,14.10,0.25
1861.50,17.13,77.90,2.66,69.00,7.84,15.14,0.21
1862.00,18.19,65.72,2.67,71.22,7.85,16.70,0.18
1862.50,20.23,56.44,2.68,73.44,7.84,18.27,0.15
1863.00,21.68,50.07,2.67,75.17,7.85,19.50,0.13
1863.50,21.95,51.07,2.63,76.36,7.85,20.34,0.13
1864.00,21.41,70.63,2.57,77.82,7.86,21.37,0.19
1864.50,21.68,89.33,2.52,80.54,7.87,23.29,0.25
1865.00,24.27,103.45,2.51,84.32,7.87,25.97,0.29
1865.50,27.42,100.26,2.53,87.86,7.87,28.47,0.28
1866.00,28.49,89.35,2.55,90.01,7.87,29.99,0.25
1866.50,27.85,81.69,2.56,90.49,7.87,30.33,0.22
1867.00,26.48,74.31,2.55,89.77,7.87,29.83,0.20
1867.50,25.02,74.14,2.55,88.53,7.88,28.95,0.20
1868.00,24.37,77.60,2.55,87.11,7.90,27.94,0.21
1868.50,24.09,73.56,2.56,85.71,7.91,26.95,0.20
1869.00,23.03,72.74,2.56,84.81,7.93,26.32,0.20
1869.50,22.15,75.35,2.57,84.78,7.94,26.30,0.21
1870.00,22.34,77.00,2.58,85.30,7.99,26.66,0.21
1870.50,22.32,72.20,2.57,85.55,8.08,26.84,0.20
1871.00,21.49,67.22,2.56,85.26,8.12,26.63,0.18
1871.50,21.37,67.20,2.53,85.00,8.10,26.45,0.18
1872.00,22.38,66.99,2.51,85.39,7.92,26.72,0.18
1872.50,22.72,70.79,2.49,86.44,7.81,27.47,0.19
1873.00,22.28,77.88,2.49,87.56,7.80,28.26,0.21
1873.50,22.62,84.13,2.50,87.97,7.79,28.55,0.23
1874.00,23.68,82.41,2.51,87.37,7.79,28.13,0.23
1874.50,24.38,76.94,2.52,86.24,7.80,27.33,0.21
1875.00,24.55,84.07,2.52,85.36,7.84,26.70,0.23
1875.50,24.84,93.04,2.53,85.16,7.85,26.56,0.26
1876.00,24.72,94.43,2.53,85.56,7.85,26.85,0.26
1876.50,23.44,87.84,2.51,86.38,7.86,27.42,0.24
1877.00,22.05,88.72,2.48,87.63,7.86,28.31,0.24
1877.50,21.76,106.65,2.45,89.50,7.89,29.64,0.30
1878.00,22.45,118.66,2.43,91.79,7.96,31.25,0.33
